Analyzed file:	D:\пешики\00022.MTS
Object's on frame in myPersons:	0
Frame №	147 ----------------------
Object's on frame in myPersons:	0
Frame №	148 ----------------------
Object's on frame in myPersons:	0
Frame №	149 ----------------------
Object's on frame in myPersons:	0
Frame №	150 ----------------------
Object's on frame in myPersons:	0
Frame №	151 ----------------------
Object's on frame in myPersons:	0
Frame №	152 ----------------------
Object's on frame in myPersons:	0
Frame №	153 ----------------------
Object's on frame in myPersons:	0
Frame №	154 ----------------------
Object's on frame in myPersons:	0
Frame №	155 ----------------------
Object's on frame in myPersons:	0
Frame №	156 ----------------------
Object's on frame in myPersons:	0
Frame №	157 ----------------------
Object's on frame in myPersons:	0
Frame №	158 ----------------------
Object's on frame in myPersons:	0
Frame №	159 ----------------------
Object's on frame in myPersons:	0
Frame №	160 ----------------------
Object's on frame in myPersons:	0
Frame №	161 ----------------------
Object's on frame in myPersons:	0
Frame №	162 ----------------------
Object's on frame in myPersons:	0
Frame №	163 ----------------------
Object's on frame in myPersons:	0
Frame №	164 ----------------------
Object's on frame in myPersons:	0
Frame №	165 ----------------------
Object's on frame in myPersons:	0
Frame №	166 ----------------------
Object's on frame in myPersons:	0
Frame №	167 ----------------------
Object's on frame in myPersons:	0
Frame №	168 ----------------------
Object's on frame in myPersons:	0
Frame №	169 ----------------------
Object's on frame in myPersons:	0
Frame №	170 ----------------------
Object's on frame in myPersons:	0
Frame №	171 ----------------------
Object's on frame in myPersons:	0
Frame №	172 ----------------------
Object's on frame in myPersons:	0
Frame №	173 ----------------------
Object's on frame in myPersons:	0
Frame №	174 ----------------------
Object's on frame in myPersons:	0
Frame №	175 ----------------------
Object's on frame in myPersons:	0
Frame №	176 ----------------------
Object's on frame in myPersons:	0
Frame №	177 ----------------------
Object's on frame in myPersons:	0
Frame №	178 ----------------------
Object's on frame in myPersons:	0
Frame №	179 ----------------------
Object's on frame in myPersons:	0
Frame №	180 ----------------------
Object's on frame in myPersons:	0
Frame №	181 ----------------------
Object's on frame in myPersons:	0
Frame №	182 ----------------------
Object's on frame in myPersons:	0
Frame №	183 ----------------------
Object's on frame in myPersons:	0
Frame №	184 ----------------------
Object's on frame in myPersons:	0
Frame №	185 ----------------------
Object's on frame in myPersons:	0
Frame №	186 ----------------------
Object's on frame in myPersons:	0
Frame №	187 ----------------------
Object's on frame in myPersons:	0
Frame №	188 ----------------------
Object's on frame in myPersons:	0
Frame №	189 ----------------------
Object's on frame in myPersons:	0
Frame №	190 ----------------------
Object's on frame in myPersons:	0
Frame №	191 ----------------------
Object's on frame in myPersons:	0
Frame №	192 ----------------------
Object's on frame in myPersons:	0
Frame №	193 ----------------------
Object's on frame in myPersons:	0
Frame №	194 ----------------------
Object's on frame in myPersons:	0
Frame №	195 ----------------------
Object's on frame in myPersons:	0
Frame №	196 ----------------------
Object's on frame in myPersons:	0
Frame №	197 ----------------------
Object's on frame in myPersons:	0
Frame №	198 ----------------------
Object's on frame in myPersons:	0
Frame №	199 ----------------------
Object's on frame in myPersons:	0
Frame №	200 ----------------------
Object's on frame in myPersons:	0
Frame №	201 ----------------------
Object's on frame in myPersons:	0
Frame №	202 ----------------------
Object's on frame in myPersons:	0
Frame №	203 ----------------------
Object's on frame in myPersons:	0
Frame №	204 ----------------------
Object's on frame in myPersons:	0
Frame №	205 ----------------------
Object's on frame in myPersons:	0
Frame №	206 ----------------------
Object's on frame in myPersons:	0
Frame №	207 ----------------------
Object's on frame in myPersons:	0
Frame №	208 ----------------------
Object's on frame in myPersons:	0
Frame №	209 ----------------------
Object's on frame in myPersons:	0
Frame №	210 ----------------------
Object's on frame in myPersons:	0
Frame №	211 ----------------------
Object's on frame in myPersons:	0
Frame №	212 ----------------------
Object's on frame in myPersons:	0
Frame №	213 ----------------------
Object's on frame in myPersons:	0
Frame №	214 ----------------------
Object's on frame in myPersons:	0
Frame №	215 ----------------------
Object's on frame in myPersons:	0
Frame №	216 ----------------------
Object's on frame in myPersons:	0
Frame №	217 ----------------------
Object's on frame in myPersons:	0
Frame №	218 ----------------------
Object's on frame in myPersons:	0
Frame №	219 ----------------------
Object's on frame in myPersons:	0
Frame №	220 ----------------------
Object's on frame in myPersons:	0
Frame №	221 ----------------------
Object's on frame in myPersons:	0
Frame №	222 ----------------------
Object's on frame in myPersons:	0
Frame №	223 ----------------------
Object's on frame in myPersons:	0
Frame №	224 ----------------------
Object's on frame in myPersons:	0
Frame №	225 ----------------------
Object's on frame in myPersons:	0
Frame №	226 ----------------------
Object's on frame in myPersons:	0
Frame №	227 ----------------------
Object's on frame in myPersons:	0
Frame №	228 ----------------------
Object's on frame in myPersons:	0
Frame №	229 ----------------------
Object's on frame in myPersons:	0
Frame №	230 ----------------------
Object's on frame in myPersons:	0
Frame №	231 ----------------------
Object's on frame in myPersons:	0
Frame №	232 ----------------------
Object's on frame in myPersons:	0
Frame №	233 ----------------------
Object's on frame in myPersons:	0
Frame №	234 ----------------------
Object's on frame in myPersons:	0
Frame №	235 ----------------------
Object's on frame in myPersons:	0
Frame №	236 ----------------------
Object's on frame in myPersons:	0
Frame №	237 ----------------------
Object's on frame in myPersons:	0
Frame №	238 ----------------------
Object's on frame in myPersons:	0
Frame №	239 ----------------------
Object's on frame in myPersons:	0
Frame №	240 ----------------------
Object's on frame in myPersons:	0
Frame №	241 ----------------------
Object's on frame in myPersons:	0
Frame №	242 ----------------------
Object's on frame in myPersons:	0
Frame №	243 ----------------------
Object's on frame in myPersons:	0
Frame №	244 ----------------------
Object's on frame in myPersons:	0
Frame №	245 ----------------------
Object's on frame in myPersons:	0
Frame №	246 ----------------------
Object's on frame in myPersons:	0
Frame №	247 ----------------------
Object's on frame in myPersons:	0
Frame №	248 ----------------------
Object's on frame in myPersons:	0
Frame №	249 ----------------------
Object's on frame in myPersons:	0
Frame №	250 ----------------------
Object's on frame in myPersons:	0
Frame №	251 ----------------------
Object's on frame in myPersons:	0
Frame №	252 ----------------------
Object's on frame in myPersons:	0
Frame №	253 ----------------------
Object's on frame in myPersons:	1
Frame №	254 ----------------------
Object's on frame in myPersons:	1
Frame №	255 ----------------------
Object's on frame in myPersons:	0
Frame №	256 ----------------------
Object's on frame in myPersons:	0
Frame №	257 ----------------------
Object's on frame in myPersons:	1
Frame №	258 ----------------------
Object's on frame in myPersons:	0
Frame №	259 ----------------------
Object's on frame in myPersons:	0
Frame №	260 ----------------------
Object's on frame in myPersons:	0
Frame №	261 ----------------------
Object's on frame in myPersons:	0
Frame №	262 ----------------------
Object's on frame in myPersons:	0
Frame №	263 ----------------------
Object's on frame in myPersons:	0
Frame №	264 ----------------------
Object's on frame in myPersons:	0
Frame №	265 ----------------------
Object's on frame in myPersons:	1
Frame №	266 ----------------------
Object's on frame in myPersons:	0
Frame №	267 ----------------------
Object's on frame in myPersons:	1
Frame №	268 ----------------------
Object's on frame in myPersons:	1
Frame №	269 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [107 x 214 from (553, 171)]
Frame №	270 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [107 x 214 from (551, 168)]
Frame №	271 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [112 x 225 from (546, 158)]
Frame №	272 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [109 x 218 from (547, 158)]
Frame №	273 ----------------------
Object's on frame in myPersons:	1
Frame №	274 ----------------------
Object's on frame in myPersons:	1
Frame №	275 ----------------------
Object's on frame in myPersons:	1
Frame №	276 ----------------------
Object's on frame in myPersons:	0
Frame №	277 ----------------------
Object's on frame in myPersons:	1
Frame №	278 ----------------------
Object's on frame in myPersons:	1
Frame №	279 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [108 x 216 from (537, 138)]
Frame №	280 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [107 x 214 from (536, 139)]
Frame №	281 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [113 x 226 from (532, 124)]
Frame №	282 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [108 x 216 from (535, 133)]
Frame №	283 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [114 x 228 from (532, 125)]
Frame №	284 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [117 x 234 from (526, 112)]
Frame №	285 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [117 x 233 from (525, 110)]
Frame №	286 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [119 x 238 from (524, 102)]
Frame №	287 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [111 x 221 from (526, 111)]
Frame №	288 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 202 from (529, 121)]
Frame №	289 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 202 from (527, 118)]
Frame №	290 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 202 from (525, 115)]
Frame №	291 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 202 from (523, 112)]
Frame №	292 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [101 x 202 from (521, 109)]
Frame №	293 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 202 from (519, 106)]
Frame №	294 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [107 x 215 from (520, 104)]
Frame №	295 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [113 x 227 from (517, 90)]
Frame №	296 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 209 from (521, 104)]
Frame №	297 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [109 x 219 from (519, 95)]
Frame №	298 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [109 x 219 from (518, 92)]
Frame №	299 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [109 x 219 from (517, 89)]
Frame №	300 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [109 x 219 from (516, 86)]
Frame №	301 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [109 x 219 from (515, 83)]
Frame №	302 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (514, 80)]
Frame №	303 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [109 x 219 from (513, 77)]
Frame №	304 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (512, 74)]
Frame №	305 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (511, 71)]
Frame №	306 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (510, 68)]
Frame №	307 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (509, 65)]
+Object's №: 1
 Coordinate: [98 x 197 from (440, 112)]
Frame №	308 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (508, 62)]
+Object's №: 1
 Coordinate: [100 x 199 from (437, 110)]
Frame №	309 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 219 from (507, 59)]
+Object's №: 1
 Coordinate: [95 x 189 from (441, 117)]
Frame №	310 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [111 x 222 from (500, 54)]
+Object's №: 1
 Coordinate: [91 x 182 from (444, 123)]
Frame №	311 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [114 x 228 from (496, 49)]
+Object's №: 1
 Coordinate: [89 x 177 from (445, 126)]
Frame №	312 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [111 x 222 from (498, 54)]
+Object's №: 1
 Coordinate: [89 x 177 from (445, 126)]
Frame №	313 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (493, 45)]
+Object's №: 1
 Coordinate: [88 x 176 from (444, 126)]
Frame №	314 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [118 x 236 from (492, 40)]
+Object's №: 1
 Coordinate: [88 x 176 from (443, 126)]
Frame №	315 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 225 from (492, 48)]
+Object's №: 1
 Coordinate: [88 x 176 from (442, 126)]
Frame №	316 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [115 x 230 from (493, 38)]
+Object's №: 1
 Coordinate: [88 x 176 from (441, 126)]
Frame №	317 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [115 x 230 from (491, 35)]
+Object's №: 1
 Coordinate: [88 x 176 from (440, 126)]
Frame №	318 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (489, 32)]
+Object's №: 1
 Coordinate: [88 x 176 from (439, 126)]
Frame №	319 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (487, 29)]
+Object's №: 1
 Coordinate: [88 x 176 from (438, 126)]
Frame №	320 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [115 x 230 from (485, 26)]
+Object's №: 1
 Coordinate: [88 x 176 from (437, 126)]
Frame №	321 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (483, 23)]
+Object's №: 1
 Coordinate: [88 x 176 from (436, 126)]
Frame №	322 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (481, 20)]
+Object's №: 1
 Coordinate: [88 x 176 from (435, 126)]
Frame №	323 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [115 x 230 from (479, 17)]
+Object's №: 1
 Coordinate: [88 x 176 from (434, 126)]
Frame №	324 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [115 x 230 from (477, 14)]
+Object's №: 1
 Coordinate: [88 x 176 from (433, 126)]
Frame №	325 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [115 x 230 from (475, 11)]
+Object's №: 1
 Coordinate: [88 x 176 from (432, 126)]
Frame №	326 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [115 x 230 from (473, 8)]
+Object's №: 1
 Coordinate: [120 x 239 from (427, 78)]
Frame №	327 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [115 x 230 from (471, 5)]
+Object's №: 1
 Coordinate: [120 x 239 from (426, 78)]
Frame №	328 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [115 x 230 from (469, 2)]
+Object's №: 1
 Coordinate: [120 x 239 from (425, 78)]
+Object's №: 2
 Coordinate: [98 x 196 from (112, 32)]
Frame №	329 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [120 x 239 from (424, 78)]
+Object's №: 1
 Coordinate: [95 x 190 from (112, 36)]
Frame №	330 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [120 x 239 from (423, 78)]
+Object's №: 1
 Coordinate: [96 x 192 from (111, 42)]
Frame №	331 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [120 x 239 from (422, 78)]
+Object's №: 1
 Coordinate: [96 x 193 from (112, 45)]
Frame №	332 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [120 x 239 from (421, 78)]
+Object's №: 1
 Coordinate: [94 x 189 from (112, 52)]
Frame №	333 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [120 x 239 from (420, 78)]
+Object's №: 1
 Coordinate: [99 x 198 from (108, 52)]
Frame №	334 ----------------------
Object's on frame in myPersons:	5
+Object's №: 0
 Coordinate: [120 x 239 from (419, 78)]
+Object's №: 1
 Coordinate: [95 x 191 from (109, 56)]
Frame №	335 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [120 x 239 from (418, 78)]
+Object's №: 1
 Coordinate: [90 x 181 from (109, 68)]
+Object's №: 2
 Coordinate: [83 x 166 from (196, 311)]
Frame №	336 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [120 x 239 from (417, 78)]
+Object's №: 1
 Coordinate: [93 x 186 from (108, 67)]
+Object's №: 2
 Coordinate: [79 x 158 from (196, 312)]
Frame №	337 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [89 x 178 from (107, 76)]
+Object's №: 1
 Coordinate: [84 x 168 from (193, 292)]
Frame №	338 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [89 x 177 from (107, 79)]
+Object's №: 1
 Coordinate: [84 x 168 from (193, 291)]
Frame №	339 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [97 x 193 from (99, 70)]
+Object's №: 1
 Coordinate: [71 x 141 from (202, 322)]
Frame №	340 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 200 from (92, 67)]
+Object's №: 1
 Coordinate: [74 x 147 from (200, 323)]
Frame №	341 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [101 x 203 from (91, 68)]
+Object's №: 1
 Coordinate: [74 x 147 from (200, 322)]
Frame №	342 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [101 x 202 from (87, 68)]
+Object's №: 1
 Coordinate: [87 x 174 from (194, 296)]
Frame №	343 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [99 x 199 from (84, 71)]
+Object's №: 1
 Coordinate: [104 x 209 from (182, 261)]
Frame №	344 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [104 x 208 from (83, 75)]
+Object's №: 1
 Coordinate: [102 x 205 from (183, 255)]
Frame №	345 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [104 x 207 from (79, 82)]
+Object's №: 1
 Coordinate: [97 x 193 from (187, 253)]
Frame №	346 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [103 x 205 from (81, 89)]
+Object's №: 1
 Coordinate: [82 x 165 from (197, 271)]
