Analyzed file:	D:\пешики\00022.MTS
 Coordinate: [117 x 234 from (510, 14)]
Frame №	114 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [125 x 250 from (524, 25)]
+Object's №: 1
 Coordinate: [117 x 234 from (510, 16)]
Frame №	115 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [125 x 250 from (524, 25)]
+Object's №: 1
 Coordinate: [117 x 234 from (510, 18)]
Frame №	116 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [125 x 250 from (524, 25)]
+Object's №: 1
 Coordinate: [117 x 234 from (510, 20)]
Frame №	117 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [125 x 250 from (524, 25)]
+Object's №: 1
 Coordinate: [117 x 234 from (510, 22)]
Frame №	118 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [125 x 250 from (524, 25)]
Frame №	119 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [125 x 250 from (524, 25)]
Frame №	120 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [125 x 250 from (524, 25)]
Frame №	121 ----------------------
Object's on frame in myPersons:	0
Frame №	122 ----------------------
Object's on frame in myPersons:	0
Frame №	123 ----------------------
Object's on frame in myPersons:	0
Frame №	124 ----------------------
Object's on frame in myPersons:	0
Frame №	125 ----------------------
Object's on frame in myPersons:	0
Frame №	126 ----------------------
Object's on frame in myPersons:	0
Frame №	127 ----------------------
Object's on frame in myPersons:	0
Frame №	128 ----------------------
Object's on frame in myPersons:	0
Frame №	129 ----------------------
Object's on frame in myPersons:	0
Frame №	130 ----------------------
Object's on frame in myPersons:	0
Frame №	131 ----------------------
Object's on frame in myPersons:	0
Frame №	132 ----------------------
Object's on frame in myPersons:	0
Frame №	133 ----------------------
Object's on frame in myPersons:	0
Frame №	134 ----------------------
Object's on frame in myPersons:	0
Frame №	135 ----------------------
Object's on frame in myPersons:	0
Frame №	136 ----------------------
Object's on frame in myPersons:	0
Frame №	137 ----------------------
Object's on frame in myPersons:	0
Frame №	138 ----------------------
Object's on frame in myPersons:	0
Frame №	139 ----------------------
Object's on frame in myPersons:	0
Frame №	140 ----------------------
Object's on frame in myPersons:	0
Frame №	141 ----------------------
Object's on frame in myPersons:	0
Frame №	142 ----------------------
Object's on frame in myPersons:	0
Frame №	143 ----------------------
Object's on frame in myPersons:	0
Frame №	144 ----------------------
Object's on frame in myPersons:	0
Frame №	145 ----------------------
Object's on frame in myPersons:	0
Frame №	146 ----------------------
Object's on frame in myPersons:	0
Frame №	147 ----------------------
Object's on frame in myPersons:	0
Frame №	148 ----------------------
Object's on frame in myPersons:	0
Frame №	149 ----------------------
Object's on frame in myPersons:	0
Frame №	150 ----------------------
Object's on frame in myPersons:	0
Frame №	151 ----------------------
Object's on frame in myPersons:	0
Frame №	152 ----------------------
Object's on frame in myPersons:	0
Frame №	153 ----------------------
Object's on frame in myPersons:	0
Frame №	154 ----------------------
Object's on frame in myPersons:	0
Frame №	155 ----------------------
Object's on frame in myPersons:	0
Frame №	156 ----------------------
Object's on frame in myPersons:	0
Frame №	157 ----------------------
Object's on frame in myPersons:	0
Frame №	158 ----------------------
Object's on frame in myPersons:	0
Frame №	159 ----------------------
Object's on frame in myPersons:	0
Frame №	160 ----------------------
Object's on frame in myPersons:	0
Frame №	161 ----------------------
Object's on frame in myPersons:	0
Frame №	162 ----------------------
Object's on frame in myPersons:	0
Frame №	163 ----------------------
Object's on frame in myPersons:	0
Frame №	164 ----------------------
Object's on frame in myPersons:	0
Frame №	165 ----------------------
Object's on frame in myPersons:	0
Frame №	166 ----------------------
Object's on frame in myPersons:	0
Frame №	167 ----------------------
Object's on frame in myPersons:	0
Frame №	168 ----------------------
Object's on frame in myPersons:	0
Frame №	169 ----------------------
Object's on frame in myPersons:	0
Frame №	170 ----------------------
Object's on frame in myPersons:	0
Frame №	171 ----------------------
Object's on frame in myPersons:	0
Frame №	172 ----------------------
Object's on frame in myPersons:	0
Frame №	173 ----------------------
Object's on frame in myPersons:	0
Frame №	174 ----------------------
Object's on frame in myPersons:	0
Frame №	175 ----------------------
Object's on frame in myPersons:	0
Frame №	176 ----------------------
Object's on frame in myPersons:	0
Frame №	177 ----------------------
Object's on frame in myPersons:	0
Frame №	178 ----------------------
Object's on frame in myPersons:	0
Frame №	179 ----------------------
Object's on frame in myPersons:	0
Frame №	180 ----------------------
Object's on frame in myPersons:	0
Frame №	181 ----------------------
Object's on frame in myPersons:	0
Frame №	182 ----------------------
Object's on frame in myPersons:	0
Frame №	183 ----------------------
Object's on frame in myPersons:	0
Frame №	184 ----------------------
Object's on frame in myPersons:	0
Frame №	185 ----------------------
Object's on frame in myPersons:	0
Frame №	186 ----------------------
Object's on frame in myPersons:	0
Frame №	187 ----------------------
Object's on frame in myPersons:	0
Frame №	188 ----------------------
Object's on frame in myPersons:	0
Frame №	189 ----------------------
Object's on frame in myPersons:	0
Frame №	190 ----------------------
Object's on frame in myPersons:	0
Frame №	191 ----------------------
Object's on frame in myPersons:	0
Frame №	192 ----------------------
Object's on frame in myPersons:	0
Frame №	193 ----------------------
Object's on frame in myPersons:	0
Frame №	194 ----------------------
Object's on frame in myPersons:	0
Frame №	195 ----------------------
Object's on frame in myPersons:	0
Frame №	196 ----------------------
Object's on frame in myPersons:	0
Frame №	197 ----------------------
Object's on frame in myPersons:	0
Frame №	198 ----------------------
Object's on frame in myPersons:	0
Frame №	199 ----------------------
Object's on frame in myPersons:	0
Frame №	200 ----------------------
Object's on frame in myPersons:	0
Frame №	201 ----------------------
Object's on frame in myPersons:	0
Frame №	202 ----------------------
Object's on frame in myPersons:	0
Frame №	203 ----------------------
Object's on frame in myPersons:	0
Frame №	204 ----------------------
Object's on frame in myPersons:	0
Frame №	205 ----------------------
Object's on frame in myPersons:	0
Frame №	206 ----------------------
Object's on frame in myPersons:	0
Frame №	207 ----------------------
Object's on frame in myPersons:	0
Frame №	208 ----------------------
Object's on frame in myPersons:	0
Frame №	209 ----------------------
Object's on frame in myPersons:	0
Frame №	210 ----------------------
Object's on frame in myPersons:	0
Frame №	211 ----------------------
Object's on frame in myPersons:	0
Frame №	212 ----------------------
Object's on frame in myPersons:	0
Frame №	213 ----------------------
Object's on frame in myPersons:	0
Frame №	214 ----------------------
Object's on frame in myPersons:	0
Frame №	215 ----------------------
Object's on frame in myPersons:	0
Frame №	216 ----------------------
Object's on frame in myPersons:	0
Frame №	217 ----------------------
Object's on frame in myPersons:	0
Frame №	218 ----------------------
Object's on frame in myPersons:	0
Frame №	219 ----------------------
Object's on frame in myPersons:	0
Frame №	220 ----------------------
Object's on frame in myPersons:	0
Frame №	221 ----------------------
Object's on frame in myPersons:	0
Frame №	222 ----------------------
Object's on frame in myPersons:	0
Frame №	223 ----------------------
Object's on frame in myPersons:	0
Frame №	224 ----------------------
Object's on frame in myPersons:	0
Frame №	225 ----------------------
Object's on frame in myPersons:	0
Frame №	226 ----------------------
Object's on frame in myPersons:	0
Frame №	227 ----------------------
Object's on frame in myPersons:	0
Frame №	228 ----------------------
Object's on frame in myPersons:	0
Frame №	229 ----------------------
Object's on frame in myPersons:	0
Frame №	230 ----------------------
Object's on frame in myPersons:	0
Frame №	231 ----------------------
Object's on frame in myPersons:	0
Frame №	232 ----------------------
Object's on frame in myPersons:	0
Frame №	233 ----------------------
Object's on frame in myPersons:	0
Frame №	234 ----------------------
Object's on frame in myPersons:	0
Frame №	235 ----------------------
Object's on frame in myPersons:	0
Frame №	236 ----------------------
Object's on frame in myPersons:	0
Frame №	237 ----------------------
Object's on frame in myPersons:	0
Frame №	238 ----------------------
Object's on frame in myPersons:	0
Frame №	239 ----------------------
Object's on frame in myPersons:	0
Frame №	240 ----------------------
Object's on frame in myPersons:	0
Frame №	241 ----------------------
Object's on frame in myPersons:	0
Frame №	242 ----------------------
Object's on frame in myPersons:	0
Frame №	243 ----------------------
Object's on frame in myPersons:	0
Frame №	244 ----------------------
Object's on frame in myPersons:	0
Frame №	245 ----------------------
Object's on frame in myPersons:	0
Frame №	246 ----------------------
Object's on frame in myPersons:	0
Frame №	247 ----------------------
Object's on frame in myPersons:	0
Frame №	248 ----------------------
Object's on frame in myPersons:	0
Frame №	249 ----------------------
Object's on frame in myPersons:	0
Frame №	250 ----------------------
Object's on frame in myPersons:	0
Frame №	251 ----------------------
Object's on frame in myPersons:	0
Frame №	252 ----------------------
Object's on frame in myPersons:	0
Frame №	253 ----------------------
Object's on frame in myPersons:	0
Frame №	254 ----------------------
Object's on frame in myPersons:	0
Frame №	255 ----------------------
Object's on frame in myPersons:	0
Frame №	256 ----------------------
Object's on frame in myPersons:	0
Frame №	257 ----------------------
Object's on frame in myPersons:	0
Frame №	258 ----------------------
Object's on frame in myPersons:	0
Frame №	259 ----------------------
Object's on frame in myPersons:	0
Frame №	260 ----------------------
Object's on frame in myPersons:	0
Frame №	261 ----------------------
Object's on frame in myPersons:	0
Frame №	262 ----------------------
Object's on frame in myPersons:	0
Frame №	263 ----------------------
Object's on frame in myPersons:	0
Frame №	264 ----------------------
Object's on frame in myPersons:	1
Frame №	265 ----------------------
Object's on frame in myPersons:	1
Frame №	266 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [91 x 181 from (567, 197)]
Frame №	267 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [96 x 191 from (564, 189)]
Frame №	268 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 209 from (557, 173)]
Frame №	269 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [102 x 204 from (556, 177)]
Frame №	270 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 209 from (553, 171)]
Frame №	271 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [103 x 206 from (551, 170)]
Frame №	272 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 208 from (549, 164)]
Frame №	273 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 201 from (550, 166)]
Frame №	274 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [98 x 197 from (548, 164)]
Frame №	275 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [98 x 197 from (547, 162)]
Frame №	276 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [98 x 197 from (546, 160)]
Frame №	277 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [89 x 177 from (549, 162)]
Frame №	278 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [97 x 194 from (541, 152)]
Frame №	279 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [101 x 202 from (541, 147)]
Frame №	280 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [102 x 204 from (540, 146)]
Frame №	281 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [100 x 201 from (539, 144)]
Frame №	282 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 209 from (535, 135)]
Frame №	283 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [107 x 213 from (534, 129)]
Frame №	284 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [114 x 228 from (518, 110)]
Frame №	285 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [122 x 243 from (514, 91)]
Frame №	286 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [113 x 226 from (517, 102)]
Frame №	287 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 210 from (520, 113)]
Frame №	288 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [104 x 208 from (521, 110)]
Frame №	289 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 184 from (526, 123)]
Frame №	290 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 184 from (524, 120)]
Frame №	291 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 184 from (522, 117)]
Frame №	292 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (520, 118)]
Frame №	293 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (518, 115)]
Frame №	294 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (516, 112)]
Frame №	295 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (514, 109)]
Frame №	296 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (512, 106)]
Frame №	297 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (510, 103)]
Frame №	298 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (508, 100)]
Frame №	299 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (512, 106)]
Frame №	300 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [93 x 187 from (511, 108)]
Frame №	301 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [93 x 187 from (509, 105)]
Frame №	302 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [93 x 187 from (507, 102)]
Frame №	303 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 187 from (505, 99)]
Frame №	304 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 187 from (503, 96)]
+Object's №: 1
 Coordinate: [96 x 192 from (144, -24)]
Frame №	305 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [93 x 187 from (501, 93)]
+Object's №: 1
 Coordinate: [99 x 199 from (141, -25)]
Frame №	306 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [93 x 187 from (499, 90)]
+Object's №: 1
 Coordinate: [99 x 199 from (139, -24)]
Frame №	307 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 187 from (497, 87)]
+Object's №: 1
 Coordinate: [108 x 216 from (134, -23)]
Frame №	308 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [100 x 201 from (505, 72)]
+Object's №: 1
 Coordinate: [103 x 206 from (134, -16)]
Frame №	309 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [99 x 199 from (504, 74)]
+Object's №: 1
 Coordinate: [100 x 201 from (138, -12)]
Frame №	310 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [99 x 199 from (504, 74)]
+Object's №: 1
 Coordinate: [102 x 205 from (138, -10)]
Frame №	311 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [99 x 199 from (502, 71)]
+Object's №: 1
 Coordinate: [98 x 197 from (138, -6)]
Frame №	312 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [110 x 220 from (495, 53)]
+Object's №: 1
 Coordinate: [97 x 194 from (134, -5)]
+Object's №: 2
 Coordinate: [93 x 186 from (434, 0)]
Frame №	313 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [104 x 208 from (495, 59)]
+Object's №: 1
 Coordinate: [99 x 198 from (133, -6)]
+Object's №: 2
 Coordinate: [93 x 186 from (433, -1)]
Frame №	314 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [105 x 209 from (494, 57)]
+Object's №: 1
 Coordinate: [99 x 197 from (133, -4)]
+Object's №: 2
 Coordinate: [93 x 186 from (432, -2)]
Frame №	315 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [106 x 211 from (493, 54)]
+Object's №: 1
 Coordinate: [98 x 197 from (130, -3)]
+Object's №: 2
 Coordinate: [93 x 186 from (431, -3)]
Frame №	316 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [105 x 209 from (495, 51)]
+Object's №: 1
 Coordinate: [100 x 200 from (128, -2)]
+Object's №: 2
 Coordinate: [93 x 186 from (430, -4)]
Frame №	317 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [105 x 210 from (495, 45)]
+Object's №: 1
 Coordinate: [98 x 195 from (127, 3)]
+Object's №: 2
 Coordinate: [93 x 186 from (429, -5)]
Frame №	318 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [100 x 200 from (495, 50)]
+Object's №: 1
 Coordinate: [107 x 214 from (120, 2)]
+Object's №: 2
 Coordinate: [93 x 186 from (428, -6)]
Frame №	319 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [100 x 200 from (493, 47)]
+Object's №: 1
 Coordinate: [107 x 215 from (118, 5)]
+Object's №: 2
 Coordinate: [93 x 186 from (427, -7)]
Frame №	320 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [100 x 200 from (491, 44)]
+Object's №: 1
 Coordinate: [110 x 219 from (114, 9)]
+Object's №: 2
 Coordinate: [93 x 186 from (426, -8)]
Frame №	321 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [100 x 200 from (489, 41)]
+Object's №: 1
 Coordinate: [111 x 223 from (111, 9)]
+Object's №: 2
 Coordinate: [93 x 186 from (425, -9)]
Frame №	322 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [100 x 200 from (487, 38)]
+Object's №: 1
 Coordinate: [102 x 204 from (114, 19)]
+Object's №: 2
 Coordinate: [93 x 186 from (424, -10)]
Frame №	323 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [100 x 200 from (485, 35)]
+Object's №: 1
 Coordinate: [102 x 205 from (112, 23)]
+Object's №: 2
 Coordinate: [93 x 186 from (423, -11)]
Frame №	324 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [100 x 200 from (483, 32)]
+Object's №: 1
 Coordinate: [107 x 214 from (106, 20)]
+Object's №: 2
 Coordinate: [93 x 186 from (422, -12)]
Frame №	325 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
