Analyzed file:	D:\пешики\00022.MTS
Frame №	150 ----------------------
Object's on frame in myPersons:	0
Frame №	151 ----------------------
Object's on frame in myPersons:	0
Frame №	152 ----------------------
Object's on frame in myPersons:	0
Frame №	153 ----------------------
Object's on frame in myPersons:	0
Frame №	154 ----------------------
Object's on frame in myPersons:	0
Frame №	155 ----------------------
Object's on frame in myPersons:	0
Frame №	156 ----------------------
Object's on frame in myPersons:	0
Frame №	157 ----------------------
Object's on frame in myPersons:	0
Frame №	158 ----------------------
Object's on frame in myPersons:	0
Frame №	159 ----------------------
Object's on frame in myPersons:	0
Frame №	160 ----------------------
Object's on frame in myPersons:	0
Frame №	161 ----------------------
Object's on frame in myPersons:	0
Frame №	162 ----------------------
Object's on frame in myPersons:	0
Frame №	163 ----------------------
Object's on frame in myPersons:	0
Frame №	164 ----------------------
Object's on frame in myPersons:	0
Frame №	165 ----------------------
Object's on frame in myPersons:	0
Frame №	166 ----------------------
Object's on frame in myPersons:	0
Frame №	167 ----------------------
Object's on frame in myPersons:	0
Frame №	168 ----------------------
Object's on frame in myPersons:	0
Frame №	169 ----------------------
Object's on frame in myPersons:	0
Frame №	170 ----------------------
Object's on frame in myPersons:	0
Frame №	171 ----------------------
Object's on frame in myPersons:	0
Frame №	172 ----------------------
Object's on frame in myPersons:	0
Frame №	173 ----------------------
Object's on frame in myPersons:	0
Frame №	174 ----------------------
Object's on frame in myPersons:	0
Frame №	175 ----------------------
Object's on frame in myPersons:	0
Frame №	176 ----------------------
Object's on frame in myPersons:	0
Frame №	177 ----------------------
Object's on frame in myPersons:	0
Frame №	178 ----------------------
Object's on frame in myPersons:	0
Frame №	179 ----------------------
Object's on frame in myPersons:	0
Frame №	180 ----------------------
Object's on frame in myPersons:	0
Frame №	181 ----------------------
Object's on frame in myPersons:	0
Frame №	182 ----------------------
Object's on frame in myPersons:	0
Frame №	183 ----------------------
Object's on frame in myPersons:	0
Frame №	184 ----------------------
Object's on frame in myPersons:	0
Frame №	185 ----------------------
Object's on frame in myPersons:	0
Frame №	186 ----------------------
Object's on frame in myPersons:	0
Frame №	187 ----------------------
Object's on frame in myPersons:	0
Frame №	188 ----------------------
Object's on frame in myPersons:	0
Frame №	189 ----------------------
Object's on frame in myPersons:	0
Frame №	190 ----------------------
Object's on frame in myPersons:	0
Frame №	191 ----------------------
Object's on frame in myPersons:	0
Frame №	192 ----------------------
Object's on frame in myPersons:	0
Frame №	193 ----------------------
Object's on frame in myPersons:	0
Frame №	194 ----------------------
Object's on frame in myPersons:	0
Frame №	195 ----------------------
Object's on frame in myPersons:	0
Frame №	196 ----------------------
Object's on frame in myPersons:	0
Frame №	197 ----------------------
Object's on frame in myPersons:	0
Frame №	198 ----------------------
Object's on frame in myPersons:	0
Frame №	199 ----------------------
Object's on frame in myPersons:	0
Frame №	200 ----------------------
Object's on frame in myPersons:	0
Frame №	201 ----------------------
Object's on frame in myPersons:	0
Frame №	202 ----------------------
Object's on frame in myPersons:	0
Frame №	203 ----------------------
Object's on frame in myPersons:	0
Frame №	204 ----------------------
Object's on frame in myPersons:	0
Frame №	205 ----------------------
Object's on frame in myPersons:	0
Frame №	206 ----------------------
Object's on frame in myPersons:	0
Frame №	207 ----------------------
Object's on frame in myPersons:	0
Frame №	208 ----------------------
Object's on frame in myPersons:	0
Frame №	209 ----------------------
Object's on frame in myPersons:	0
Frame №	210 ----------------------
Object's on frame in myPersons:	0
Frame №	211 ----------------------
Object's on frame in myPersons:	0
Frame №	212 ----------------------
Object's on frame in myPersons:	0
Frame №	213 ----------------------
Object's on frame in myPersons:	0
Frame №	214 ----------------------
Object's on frame in myPersons:	0
Frame №	215 ----------------------
Object's on frame in myPersons:	0
Frame №	216 ----------------------
Object's on frame in myPersons:	0
Frame №	217 ----------------------
Object's on frame in myPersons:	0
Frame №	218 ----------------------
Object's on frame in myPersons:	0
Frame №	219 ----------------------
Object's on frame in myPersons:	0
Frame №	220 ----------------------
Object's on frame in myPersons:	0
Frame №	221 ----------------------
Object's on frame in myPersons:	0
Frame №	222 ----------------------
Object's on frame in myPersons:	0
Frame №	223 ----------------------
Object's on frame in myPersons:	0
Frame №	224 ----------------------
Object's on frame in myPersons:	0
Frame №	225 ----------------------
Object's on frame in myPersons:	0
Frame №	226 ----------------------
Object's on frame in myPersons:	0
Frame №	227 ----------------------
Object's on frame in myPersons:	0
Frame №	228 ----------------------
Object's on frame in myPersons:	0
Frame №	229 ----------------------
Object's on frame in myPersons:	0
Frame №	230 ----------------------
Object's on frame in myPersons:	0
Frame №	231 ----------------------
Object's on frame in myPersons:	0
Frame №	232 ----------------------
Object's on frame in myPersons:	0
Frame №	233 ----------------------
Object's on frame in myPersons:	0
Frame №	234 ----------------------
Object's on frame in myPersons:	0
Frame №	235 ----------------------
Object's on frame in myPersons:	0
Frame №	236 ----------------------
Object's on frame in myPersons:	0
Frame №	237 ----------------------
Object's on frame in myPersons:	0
Frame №	238 ----------------------
Object's on frame in myPersons:	0
Frame №	239 ----------------------
Object's on frame in myPersons:	0
Frame №	240 ----------------------
Object's on frame in myPersons:	0
Frame №	241 ----------------------
Object's on frame in myPersons:	0
Frame №	242 ----------------------
Object's on frame in myPersons:	0
Frame №	243 ----------------------
Object's on frame in myPersons:	0
Frame №	244 ----------------------
Object's on frame in myPersons:	0
Frame №	245 ----------------------
Object's on frame in myPersons:	0
Frame №	246 ----------------------
Object's on frame in myPersons:	0
Frame №	247 ----------------------
Object's on frame in myPersons:	0
Frame №	248 ----------------------
Object's on frame in myPersons:	0
Frame №	249 ----------------------
Object's on frame in myPersons:	0
Frame №	250 ----------------------
Object's on frame in myPersons:	0
Frame №	251 ----------------------
Object's on frame in myPersons:	0
Frame №	252 ----------------------
Object's on frame in myPersons:	0
Frame №	253 ----------------------
Object's on frame in myPersons:	0
Frame №	254 ----------------------
Object's on frame in myPersons:	0
Frame №	255 ----------------------
Object's on frame in myPersons:	0
Frame №	256 ----------------------
Object's on frame in myPersons:	0
Frame №	257 ----------------------
Object's on frame in myPersons:	0
Frame №	258 ----------------------
Object's on frame in myPersons:	0
Frame №	259 ----------------------
Object's on frame in myPersons:	0
Frame №	260 ----------------------
Object's on frame in myPersons:	0
Frame №	261 ----------------------
Object's on frame in myPersons:	0
Frame №	262 ----------------------
Object's on frame in myPersons:	0
Frame №	263 ----------------------
Object's on frame in myPersons:	0
Frame №	264 ----------------------
Object's on frame in myPersons:	0
Frame №	265 ----------------------
Object's on frame in myPersons:	0
Frame №	266 ----------------------
Object's on frame in myPersons:	0
Frame №	267 ----------------------
Object's on frame in myPersons:	0
Frame №	268 ----------------------
Object's on frame in myPersons:	0
Frame №	269 ----------------------
Object's on frame in myPersons:	0
Frame №	270 ----------------------
Object's on frame in myPersons:	0
Frame №	271 ----------------------
Object's on frame in myPersons:	0
Frame №	272 ----------------------
Object's on frame in myPersons:	0
Frame №	273 ----------------------
Object's on frame in myPersons:	0
Frame №	274 ----------------------
Object's on frame in myPersons:	0
Frame №	275 ----------------------
Object's on frame in myPersons:	0
Frame №	276 ----------------------
Object's on frame in myPersons:	0
Frame №	277 ----------------------
Object's on frame in myPersons:	0
Frame №	278 ----------------------
Object's on frame in myPersons:	0
Frame №	279 ----------------------
Object's on frame in myPersons:	0
Frame №	280 ----------------------
Object's on frame in myPersons:	0
Frame №	281 ----------------------
Object's on frame in myPersons:	0
Frame №	282 ----------------------
Object's on frame in myPersons:	0
Frame №	283 ----------------------
Object's on frame in myPersons:	0
Frame №	284 ----------------------
Object's on frame in myPersons:	0
Frame №	285 ----------------------
Object's on frame in myPersons:	0
Frame №	286 ----------------------
Object's on frame in myPersons:	0
Frame №	287 ----------------------
Object's on frame in myPersons:	0
Frame №	288 ----------------------
Object's on frame in myPersons:	0
Frame №	289 ----------------------
Object's on frame in myPersons:	0
Frame №	290 ----------------------
Object's on frame in myPersons:	0
Frame №	291 ----------------------
Object's on frame in myPersons:	0
Frame №	292 ----------------------
Object's on frame in myPersons:	0
Frame №	293 ----------------------
Object's on frame in myPersons:	0
Frame №	294 ----------------------
Object's on frame in myPersons:	0
Frame №	295 ----------------------
Object's on frame in myPersons:	0
Frame №	296 ----------------------
Object's on frame in myPersons:	0
Frame №	297 ----------------------
Object's on frame in myPersons:	0
Frame №	298 ----------------------
Object's on frame in myPersons:	0
Frame №	299 ----------------------
Object's on frame in myPersons:	0
Frame №	300 ----------------------
Object's on frame in myPersons:	0
Frame №	301 ----------------------
Object's on frame in myPersons:	0
Frame №	302 ----------------------
Object's on frame in myPersons:	0
Frame №	303 ----------------------
Object's on frame in myPersons:	0
Frame №	304 ----------------------
Object's on frame in myPersons:	0
Frame №	305 ----------------------
Object's on frame in myPersons:	0
Frame №	306 ----------------------
Object's on frame in myPersons:	0
Frame №	307 ----------------------
Object's on frame in myPersons:	0
Frame №	308 ----------------------
Object's on frame in myPersons:	0
Frame №	309 ----------------------
Object's on frame in myPersons:	0
Frame №	310 ----------------------
Object's on frame in myPersons:	0
Frame №	311 ----------------------
Object's on frame in myPersons:	0
Frame №	312 ----------------------
Object's on frame in myPersons:	0
Frame №	313 ----------------------
Object's on frame in myPersons:	0
Frame №	314 ----------------------
Object's on frame in myPersons:	0
Frame №	315 ----------------------
Object's on frame in myPersons:	0
Frame №	316 ----------------------
Object's on frame in myPersons:	0
Frame №	317 ----------------------
Object's on frame in myPersons:	0
Frame №	318 ----------------------
Object's on frame in myPersons:	0
Frame №	319 ----------------------
Object's on frame in myPersons:	0
Frame №	320 ----------------------
Object's on frame in myPersons:	0
Frame №	321 ----------------------
Object's on frame in myPersons:	0
Frame №	322 ----------------------
Object's on frame in myPersons:	0
Frame №	323 ----------------------
Object's on frame in myPersons:	0
Frame №	324 ----------------------
Object's on frame in myPersons:	0
Frame №	325 ----------------------
Object's on frame in myPersons:	0
Frame №	326 ----------------------
Object's on frame in myPersons:	0
Frame №	327 ----------------------
Object's on frame in myPersons:	0
Frame №	328 ----------------------
Object's on frame in myPersons:	0
Frame №	329 ----------------------
Object's on frame in myPersons:	0
Frame №	330 ----------------------
Object's on frame in myPersons:	0
Frame №	331 ----------------------
Object's on frame in myPersons:	0
Frame №	332 ----------------------
Object's on frame in myPersons:	0
Frame №	333 ----------------------
Object's on frame in myPersons:	0
Frame №	334 ----------------------
Object's on frame in myPersons:	0
Frame №	335 ----------------------
Object's on frame in myPersons:	0
Frame №	336 ----------------------
Object's on frame in myPersons:	0
Frame №	337 ----------------------
Object's on frame in myPersons:	0
Frame №	338 ----------------------
Object's on frame in myPersons:	0
Frame №	339 ----------------------
Object's on frame in myPersons:	0
Frame №	340 ----------------------
Object's on frame in myPersons:	0
Frame №	341 ----------------------
Object's on frame in myPersons:	0
Frame №	342 ----------------------
Object's on frame in myPersons:	0
Frame №	343 ----------------------
Object's on frame in myPersons:	0
Frame №	344 ----------------------
Object's on frame in myPersons:	0
Frame №	345 ----------------------
Object's on frame in myPersons:	0
Frame №	346 ----------------------
Object's on frame in myPersons:	0
Frame №	347 ----------------------
Object's on frame in myPersons:	0
Frame №	348 ----------------------
Object's on frame in myPersons:	0
Frame №	349 ----------------------
Object's on frame in myPersons:	1
Frame №	350 ----------------------
Object's on frame in myPersons:	1
Frame №	351 ----------------------
Object's on frame in myPersons:	0
Frame №	352 ----------------------
Object's on frame in myPersons:	1
Frame №	353 ----------------------
Object's on frame in myPersons:	1
Frame №	354 ----------------------
Object's on frame in myPersons:	0
Frame №	355 ----------------------
Object's on frame in myPersons:	0
Frame №	356 ----------------------
Object's on frame in myPersons:	1
Frame №	357 ----------------------
Object's on frame in myPersons:	0
Frame №	358 ----------------------
Object's on frame in myPersons:	0
Frame №	359 ----------------------
Object's on frame in myPersons:	0
Frame №	360 ----------------------
Object's on frame in myPersons:	1
Frame №	361 ----------------------
Object's on frame in myPersons:	1
Frame №	362 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 103)]
Frame №	363 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 104)]
Frame №	364 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 105)]
Frame №	365 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 106)]
Frame №	366 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 107)]
Frame №	367 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 108)]
Frame №	368 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 109)]
Frame №	369 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 110)]
Frame №	370 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 111)]
Frame №	371 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 112)]
Frame №	372 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 113)]
Frame №	373 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 114)]
Frame №	374 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [105 x 209 from (493, 115)]
Frame №	375 ----------------------
Object's on frame in myPersons:	0
Frame №	376 ----------------------
Object's on frame in myPersons:	0
Frame №	377 ----------------------
Object's on frame in myPersons:	0
Frame №	378 ----------------------
Object's on frame in myPersons:	0
Frame №	379 ----------------------
Object's on frame in myPersons:	2
Frame №	380 ----------------------
Object's on frame in myPersons:	1
Frame №	381 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [102 x 204 from (538, 141)]
Frame №	382 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [96 x 192 from (541, 150)]
Frame №	383 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [96 x 192 from (542, 150)]
Frame №	384 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [96 x 192 from (543, 150)]
Frame №	385 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [96 x 192 from (544, 150)]
Frame №	386 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (545, 150)]
Frame №	387 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (546, 150)]
Frame №	388 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [96 x 192 from (547, 150)]
+Object's №: 1
 Coordinate: [110 x 219 from (-8, 242)]
Frame №	389 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [96 x 192 from (548, 150)]
+Object's №: 1
 Coordinate: [106 x 212 from (-6, 252)]
Frame №	390 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [96 x 192 from (549, 150)]
+Object's №: 1
 Coordinate: [105 x 210 from (-7, 255)]
Frame №	391 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [96 x 192 from (550, 150)]
+Object's №: 1
 Coordinate: [105 x 210 from (-7, 257)]
+Object's №: 2
 Coordinate: [103 x 207 from (549, 175)]
Frame №	392 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [96 x 192 from (551, 150)]
+Object's №: 1
 Coordinate: [101 x 202 from (-6, 261)]
+Object's №: 2
 Coordinate: [102 x 205 from (550, 182)]
Frame №	393 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [96 x 192 from (552, 150)]
+Object's №: 1
 Coordinate: [98 x 195 from (-6, 270)]
+Object's №: 2
 Coordinate: [100 x 199 from (554, 188)]
Frame №	394 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [96 x 192 from (553, 150)]
+Object's №: 1
 Coordinate: [99 x 198 from (-9, 271)]
+Object's №: 2
 Coordinate: [99 x 197 from (554, 190)]
Frame №	395 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [100 x 200 from (-7, 274)]
+Object's №: 1
 Coordinate: [99 x 198 from (550, 190)]
Frame №	396 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-19, 274)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 182)]
Frame №	397 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-20, 276)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 184)]
Frame №	398 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-21, 278)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 186)]
Frame №	399 ----------------------
Object's on frame in myPersons:	4
+Object's №: 0
 Coordinate: [110 x 221 from (-22, 280)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 188)]
Frame №	400 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-23, 282)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 190)]
Frame №	401 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-24, 284)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 192)]
Frame №	402 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-25, 286)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 194)]
Frame №	403 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-26, 288)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 196)]
Frame №	404 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-27, 290)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 198)]
Frame №	405 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-28, 292)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 200)]
Frame №	406 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-29, 294)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 202)]
Frame №	407 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [110 x 221 from (-30, 296)]
+Object's №: 1
 Coordinate: [104 x 209 from (546, 204)]
